,id,loan_complete_rate,censor_status,predicted_loan_complete_rate,predicted_severity_rate,combined_score,combined_score_normalized,good or bad
45,1071186,0.7215,0,0.7894332065323555,0.8550000000000003,0.6749653915851642,0.7809522568158623,good
46,1072789,0.7198,0,0.8015430589765371,0.8974999999999999,0.7193848954314419,0.851570202616855,good
47,1073395,0.4161,0,0.7724861079042447,0.799,0.6172164002154915,0.6891431461891735,bad
48,1074076,0.7189,0,0.7948234397309454,0.7789999999999998,0.6191674595504063,0.6922449323514941,bad
55,1079026,0.7667,0,0.7921948921267173,0.8914999999999997,0.7062417463309683,0.8306752778548939,good
56,1079681,0.434,0,0.7747092923036826,0.9030000000000001,0.6995624909502255,0.8200566249293546,good
57,1080438,0.4163,0,0.7741851043017705,0.8554999999999999,0.6623153567301646,0.7608412830674267,good
58,1081000,0.4315,0,0.7726831077832006,0.93,0.7185952902383765,0.8503148915057485,good
60,1082566,0.6942,0,0.8077995098751365,0.9634999999999999,0.778314827764694,0.945256768364358,good
61,1083417,0.6653,0,0.8128292980943259,0.9574999999999999,0.778284052925317,0.9452078426504043,good
63,1086441,0.6934,0,0.7993563624111786,0.9064999999999998,0.7246165425257332,0.8598874538007748,good
64,1086976,0.6928,0,0.8084626186844429,0.9704999999999998,0.7846129714332517,0.9552695314463651,good
65,1088041,0.7033,0,0.8115682489366609,0.9325,0.7567873921334363,0.9110325391180445,good
67,1089573,0.3987,0,0.7749586417914347,0.866,0.6711141837913824,0.7748296223940365,good
68,1090260,0.6937,0,0.7919725906625393,0.91,0.7206950575029109,0.8536530929272398,good
69,1091024,0.694,0,0.8112290455056392,0.9739999999999999,0.7901370903224925,0.9640517530954107,good
70,1091767,0.6905,0,0.8086590489447323,0.9729999999999999,0.7868252546232244,0.9587866102265916,good
71,1092569,0.6379,0,0.7981424120314047,0.9094999999999996,0.7259105237425623,0.8619446198545374,good
72,1093164,0.6942,0,0.8138841472369067,0.9345000000000002,0.7605747355928895,0.9170536422819833,good
73,1094053,0.6939,0,0.7964589827241402,0.7529999999999998,0.5997336139912773,0.6613490840514138,bad
74,1096010,0.693,0,0.7933592497009678,0.9384999999999999,0.7445676558443582,0.8916056522723274,good
76,1097244,0.6916,0,0.799676185847108,0.8679999999999999,0.6941189293152896,0.8114024728741989,good
77,1097604,0.6938,0,0.794106917974089,0.939,0.7456663959776696,0.8933524248488981,good
80,1098778,0.6938,0,0.8096479337811266,0.929,0.7521629304826667,0.9036805888724277,good
84,1100523,0.6938,0,0.8095554442591679,0.9605000000000001,0.7775780042109309,0.9440853692878488,good
86,1101327,0.6934,0,0.7992834813190623,0.8169999999999997,0.6530146042376738,0.7460549847400939,bad
89,1103120,0.6924,0,0.807323529514658,0.9619999999999999,0.7766452353931009,0.9426024572307863,good
90,1104084,0.6944,0,0.8067178835227506,0.8334999999999999,0.6723993559162126,0.7768727837893165,good
91,1104690,0.4155,0,0.7666405314043798,0.8695,0.6665939420561083,0.7676433605444297,good
92,1105214,0.694,0,0.8089140026263832,0.9480000000000001,0.7668504744898114,0.9270307863495469,good
94,1106026,0.6909,0,0.7874262908298423,0.8909999999999999,0.7015968251293894,0.8232908010989595,good
96,1107068,0.4166,0,0.7788985341792136,0.8380000000000001,0.6527169716421811,0.7455818096553418,bad
97,1107506,0.6935,0,0.8018169584661827,0.9734999999999999,0.7805688090668288,0.9488401386330008,good
98,1108091,0.694,0,0.7903966034156577,0.9274999999999999,0.7330928496680224,0.8733630522774765,good
101,1109597,0.6939,0,0.8024047826362253,0.9589999999999997,0.7695061865481398,0.9312528265336766,good
102,1110001,0.6662,0,0.8067412074381396,0.9325,0.7522861759360652,0.9038765239908936,good
105,1111595,0.693,0,0.7973076902318312,0.9675,0.7713951902992967,0.9342559569823803,good
108,1113226,0.6664,0,0.7898100121092635,0.9025000000000002,0.7128035359286105,0.8411071841582023,good
109,1113958,0.4158,0,0.7865485312798165,0.8995000000000002,0.7075004038861951,0.8326762864957067,good
111,1115417,0.6942,0,0.8052973981393773,0.8734999999999998,0.703427277274746,0.8262008464438926,good
113,1116539,0.6921,0,0.8125749800073317,0.925,0.7516318565067819,0.9028362896345268,good
114,1117188,0.6387,0,0.8036567761495415,0.9484999999999999,0.76226845217784,0.919746305991425,good
115,1117847,0.6929,0,0.7979847800485207,0.966,0.7708532975268709,0.9333944580659235,good
116,1118382,0.6937,0,0.8073541319803541,0.9729999999999999,0.7855555704168844,0.9567680714608732,good
117,1118942,0.6941,0,0.8123871722625247,0.9159999999999997,0.7441466497924724,0.8909363385704712,good
118,1119451,0.6907,0,0.8094554057789822,0.9,0.7285098652010841,0.8660770422893176,good
119,1119935,0.6941,0,0.8143304888481577,0.8695000000000002,0.7080603600534733,0.833566502523527,good
121,1120662,0.6931,0,0.799338872125716,0.8869999999999999,0.70901357957551,0.8350819270266145,good
123,1121700,0.3979,0,0.7764084776277207,0.9444999999999998,0.733317807119382,0.8737206887148987,good
124,1122318,0.6927,0,0.801866719090919,0.8179999999999995,0.6559269762163713,0.7506850618174007,good
125,1122866,0.4158,0,0.7743880914926391,0.7964999999999998,0.6168001148738869,0.6884813374532425,bad
128,1124486,0.6644,0,0.7941563955044617,0.8639999999999999,0.6861511257158548,0.7987352912531462,good
130,1125584,0.6649,0,0.8006644904832363,0.8749999999999997,0.7005814291728315,0.8216765287542052,good
131,1126406,0.6661,0,0.7891539858313483,0.8384999999999999,0.6617056171195855,0.7598719215247672,good
132,1127794,0.6643,0,0.8110716033100092,0.9725,0.7887671342189839,0.9618738024770943,good
133,1128394,0.6668,0,0.8036607089340169,0.9225,0.7413770039916305,0.8865331669878109,good
135,1129624,0.6658,0,0.7985963953430558,0.8354999999999997,0.6672272883091229,0.7686502518308211,good
138,1131430,0.3997,0,0.7858281544004796,0.9585000000000002,0.7532162859928598,0.9053552091605206,good
139,1132029,0.6654,0,0.8065361192646776,0.9670000000000002,0.7799204273289434,0.9478093439941682,good
140,1132771,0.6661,0,0.8075814580186501,0.986,0.796275317606389,0.9738102817621983,good
141,1133792,0.6651,0,0.8016058742656753,0.978,0.7839705450318304,0.9542482045771209,good
142,1134817,0.6644,0,0.7903413522323275,0.8594999999999999,0.6792983922436854,0.7878408435663592,good
143,1135763,0.6648,0,0.8139875965197509,0.9429999999999998,0.767590303518125,0.9282069635172221,good
144,1136794,0.665,0,0.8068572957744083,0.9744999999999999,0.7862824347321609,0.9579236373807112,good
146,1138179,0.6648,0,0.804649350470161,0.9465,0.7616006102200074,0.9186845735743978,good
148,1139438,0.6654,0,0.792188433310951,0.8935000000000002,0.7078203651633349,0.8331849596273488,good
149,1139871,0.3994,0,0.790558222170982,0.958,0.7573547768398008,0.9119345650069655,good
153,1141984,0.6658,0,0.8082017574852216,0.9510000000000002,0.7685998713684459,0.9298119703624834,good
156,1143606,0.6665,0,0.7970739917373857,0.9664999999999999,0.7703720130141832,0.932629313913268,good
161,1146295,0.3997,0,0.7730224147711657,0.8635,0.6675048551549017,0.7690915264686287,good
162,1146902,0.6659,0,0.790162715669908,0.9455000000000001,0.7470988476658982,0.895629730692564,good
163,1147277,0.5276,0,0.7996033119696668,0.982,0.7852104523542128,0.9562194041743355,good
164,1147853,0.7239,0,0.8010987092237296,0.9689999999999999,0.7762646492377939,0.9419974029154323,good
165,1088369,0.6917,0,0.8113594653145884,0.9389999999999997,0.7618665379303983,0.9191073443623012,good
167,1089841,0.6941,0,0.8125146064663609,0.9544999999999999,0.7755451918721413,0.9408536125338556,good
170,1092052,0.6917,0,0.7970451613868741,0.8960000000000001,0.7141524646026393,0.8432517054550099,good
173,1095777,0.6932,0,0.7976224667978664,0.8925,0.7118780516170957,0.8396358529795293,good
174,1096232,0.6927,0,0.78549776055815,0.8699999999999996,0.6833830516855902,0.7943346184649305,good
176,1097439,0.4158,0,0.7809248480693218,0.9385000000000002,0.7328979699130587,0.8730532332389442,good
178,1098119,0.6935,0,0.8083315945242482,0.9394999999999999,0.7594275330555311,0.9152298243733841,good
183,1100283,0.6927,0,0.8004028445840706,0.9460000000000001,0.7571810909765309,0.9116584399308898,good
187,1102326,0.6941,0,0.8026985262890324,0.8844999999999997,0.7099868465026489,0.8366292228124577,good
191,1104999,0.7002,0,0.7968097138892736,0.7769999999999999,0.6191211476919655,0.6921713059480873,bad
192,1105365,0.6931,0,0.8060606800175711,0.968,0.7802667382570089,0.9483599076932372,good
193,1105806,0.6656,0,0.798515866613667,0.988,0.788933676214303,0.962138570261078,good
194,1106347,0.7232,0,0.8047518450851948,0.981,0.7894615600285761,0.9629777977930776,good
195,1106874,0.6769,0,0.8000859908537319,0.8634999999999999,0.6908742531021974,0.806244099882216,good
199,1108817,0.6937,0,0.8081262748038007,0.963,0.7782256026360601,0.9451149186192607,good
200,1109370,0.6943,0,0.8067276936447294,0.8525,0.6877353588321319,0.8012538985912327,good
202,1110211,0.6936,0,0.7967871500772189,0.8814999999999997,0.7023678727930682,0.8245166095256382,good
204,1111351,0.6932,0,0.8021382332709159,0.9245,0.7415767966589618,0.8868507965543604,good
206,1112352,0.5823,0,0.7956597102543006,0.926,0.7367808916954824,0.8792262864303898,good
207,1112771,0.6644,0,0.7828245766364472,0.7819999999999996,0.6121688189297014,0.6811185220758652,bad
209,1114392,0.6924,0,0.8052908480047715,0.8654999999999998,0.6969792289481296,0.8159497655487301,good
210,1115074,0.6929,0,0.8094640176524062,0.9224999999999998,0.7467305562843445,0.8950442225583097,good
211,1115786,0.6929,0,0.792392999583525,0.8605000000000002,0.6818541761416235,0.791904018369217,good
213,1116856,0.6931,0,0.7990342576865334,0.8025,0.641224991793443,0.727311907026245,bad
214,1117569,0.3825,0,0.7701768090938694,0.7725,0.5949615850250141,0.6537625318903052,bad
216,1118731,0.6644,0,0.7982393124391179,0.9184999999999997,0.7331828084753296,0.8735060684219325,good
218,1119690,0.6935,0,0.7938694621271949,0.8660000000000001,0.6874909542021509,0.8008653451086625,good
219,1120117,0.444,0,0.7966401016752429,0.9339999999999999,0.7440618549646768,0.8908015320995526,good
220,1120476,0.6651,0,0.8019341702525902,0.945,0.7578277908886977,0.9126865608100636,good
222,1121307,0.3989,0,0.7808339498230846,0.9645000000000001,0.7531143446043652,0.905193143157431,good
223,1122041,0.6653,0,0.7951805156199642,0.9744999999999999,0.7749034124716551,0.9398333142640556,good
224,1122717,0.6652,0,0.8098092871906123,0.8159999999999996,0.6608043783475394,0.7584391358057201,good
225,1123062,0.6657,0,0.8135991638094646,0.9325,0.7586812202523258,0.9140433393268663,good
226,1123691,0.6663,0,0.8177180559997158,0.8779999999999998,0.7179564531677503,0.8492992709399431,good
227,1124181,0.665,0,0.7971614362918704,0.9710000000000001,0.7740437546394062,0.9384666337532773,good
228,1124809,0.666,0,0.809225987256859,0.944,0.7639093319704748,0.9223549699842342,good
230,1125853,0.6652,0,0.8015466958024481,0.8675,0.6953417586086238,0.813346521890581,good
231,1126681,0.6659,0,0.8089180763775957,0.8279999999999998,0.6697841672406492,0.772715167513605,good
232,1128047,0.9406,0,0.7880721175150853,0.805,0.6343980545996437,0.716458470157456,bad
233,1128725,0.666,0,0.8056333136158593,0.8759999999999997,0.7057347827274925,0.8298693091885796,good
234,1129376,0.6379,0,0.7956332892632216,0.9479999999999998,0.754260358221534,0.9070150709255687,good
236,1130572,0.666,0,0.7902997848309863,0.9010000000000001,0.7120601061327188,0.8399252825049374,good
237,1131018,0.6381,0,0.8149631958340198,0.9440000000000001,0.7693252568673147,0.9309651852660361,good
238,1131688,0.3992,0,0.7947948129114126,0.9419999999999998,0.7486967137625505,0.8981700116871725,good
239,1132251,0.6948,0,0.8072739582079027,0.9399999999999997,0.7588375207154283,0.9142918251647596,good
244,1137178,0.6384,0,0.8019655681656498,0.9000000000000001,0.7217690113490849,0.8553604603657494,good
245,1137769,0.6659,0,0.8054287004277447,0.8925,0.7188451151317622,0.8507120621009425,good
246,1138431,0.6384,0,0.8040467094655614,0.9219999999999996,0.7413310661272473,0.8864601351586294,good
247,1139109,0.6659,0,0.7948033815371613,0.9374999999999999,0.7451281701910887,0.8924967556915612,good
248,1139611,0.6655,0,0.806694794813219,0.9524999999999997,0.7683767920595909,0.9294573197883446,good
250,1140581,0.666,0,0.8000375679909297,0.8774999999999996,0.7020329659120406,0.8239841759339745,good
252,1141686,0.6665,0,0.80794669537561,0.885,0.7150328254074149,0.8446512994669582,good
256,1143881,0.6656,0,0.8083720278386314,0.9485000000000002,0.766740868404942,0.9268565350434642,good
257,1144317,0.6661,0,0.7991238998275574,0.9515,0.7603663906859208,0.9167224163997865,good
258,1144913,0.3992,0,0.786994982921528,0.8289999999999997,0.6524188408419466,0.7451078425267257,bad
259,1145401,0.3999,0,0.7798301063580074,0.813,0.63400187646906,0.7158286277834863,bad
260,1146037,0.6655,0,0.8064902683131336,0.9215000000000001,0.7431807822505527,0.8894008062970297,good
269,1150922,0.3991,0,0.7863214781917458,0.8540000000000001,0.671518542375751,0.7754724700200237,good
270,1151678,0.3983,0,0.7643445978697478,0.8130000000000002,0.6214121580681051,0.6958135448873523,bad
271,1152320,0.6622,0,0.7896552504313039,0.8710000000000006,0.6877897231256661,0.8013403267230641,good
272,1152911,0.6642,0,0.797250844823168,0.9675,0.771340192366415,0.9341685214933022,good
273,1153641,0.3988,0,0.7859891734147099,0.8869999999999999,0.6971723968188476,0.8162568630406801,good
274,1154165,0.8049,0,0.8035251499266487,0.8279999999999998,0.665318824139265,0.7656161832879449,good
276,1155883,0.6649,0,0.7852933046401661,0.8185000000000002,0.6427625698479762,0.7297563423377149,bad
278,1157027,0.6653,0,0.7954410884136747,0.8445,0.6717499991653483,0.775840439078832,good
280,1158076,0.7472,0,0.7950301426127144,0.8640000000000001,0.6869060432173854,0.7999354560139189,good
282,1159223,0.665,0,0.7980404796318156,0.9755000000000001,0.7784884878808362,0.9455328525077553,good
283,1159657,0.665,0,0.7940942864484264,0.9554999999999998,0.7587570907014712,0.9141639578570551,good
286,1161922,0.788,0,0.7900707562263843,0.9839999999999999,0.7774296241267621,0.9438494752360367,good
287,1162703,0.3811,0,0.7622403509046143,0.8179999999999997,0.6235126070399742,0.6991528300843802,bad
288,1163133,0.636,0,0.8055496220464553,0.8580000000000002,0.6911615757158588,0.8067008841999598,good
291,1164890,0.3832,0,0.7855705489457374,0.9065000000000001,0.712119702619311,0.8400200287559236,good
293,1166306,0.6385,0,0.8122850827764206,0.9195,0.7468961336129187,0.8953074567190422,good
295,1167793,0.3826,0,0.7624433411680567,0.7770000000000005,0.5924184760875804,0.6497195076878914,bad
297,1171244,0.6376,0,0.7947142608651412,0.8304999999999998,0.6600101936484996,0.7571765442147185,good
298,1171974,0.638,0,0.8158510329848174,0.975,0.795454757160197,0.9725057581160953,good
299,1172324,0.6371,0,0.8039449375865575,0.9934999999999999,0.7987192954922449,0.977695707823675,good
300,1172758,0.6356,0,0.7887125122903913,0.9079999999999999,0.7161509611596752,0.8464289071193204,good
301,1173156,0.3823,0,0.7750003248375303,0.9134999999999998,0.7079627967390838,0.8334113967647693,good
303,1174183,0.5275,0,0.7777767009808201,0.8420000000000001,0.6548879822258505,0.749033273414629,bad
304,1174670,0.609,0,0.8077673324558835,0.9730000000000001,0.7859576144795747,0.9574072394697489,good
306,1175794,0.6387,0,0.8120656840181789,0.9965,0.8092234541241153,0.994395176316559,good
307,1176849,0.6372,0,0.8010214704716379,0.8109999999999999,0.6496284125524983,0.7406716310285568,bad
308,1177312,0.3833,0,0.7874468444207172,0.9729999999999999,0.7661857796213577,0.9259740571623615,good
309,1178198,0.3827,0,0.769608113782319,0.8540000000000001,0.6572453291701005,0.7527809739589504,good
310,1178653,0.3833,0,0.7785064783347875,0.8505000000000001,0.6621197598237368,0.7605303239044257,good
312,1179660,0.6378,0,0.8079933425314487,0.8449999999999998,0.6827543744390739,0.7933351499460014,good
313,1180164,0.6379,0,0.8152892680014925,0.9194999999999999,0.7496584819273723,0.8996990267876461,good
315,1181506,0.6361,0,0.8058393715174839,0.9455000000000001,0.7619211257697811,0.9191941278864098,good
316,1182216,0.6362,0,0.8085998777550173,0.949,0.7673612839895114,0.9278428692059716,good
318,1183907,0.637,0,0.8044722516659698,0.9844999999999999,0.7920029317651472,0.9670180602006551,good
319,1184699,0.6109,0,0.7994306342659244,0.8584999999999997,0.6863111995172959,0.7989897759289195,good
320,1185206,0.3823,0,0.7910603362380405,0.9199999999999997,0.727775509338997,0.8649095663389565,good
321,1185927,0.4992,0,0.7858839849001941,0.8965000000000002,0.7045449924630242,0.8279777854853536,good
322,1186278,0.3832,0,0.7982907825184178,0.9065000000000001,0.7236505943529458,0.858351793340709,good
324,1187485,0.6375,0,0.7917831852732699,0.9330000000000002,0.738733711859961,0.8823308719523595,good
326,1188394,0.6373,0,0.8068244990073747,0.9885,0.7975460172687899,0.9758304348958151,good
327,1188793,0.6385,0,0.8090991846632621,0.975,0.7888717050466806,0.9620400487518885,good
329,1189963,0.9488,0,0.8115906868913638,0.8949999999999997,0.7263736647677703,0.8626809195648977,good
330,1148364,0.6659,0,0.8080375456875712,0.9080000000000001,0.7336980914843148,0.8743252632451484,good
332,1149582,0.6654,0,0.7969167912048598,0.8795000000000001,0.7008883178646742,0.8221644191431318,good
333,1150093,0.6661,0,0.8093397865355867,0.9275,0.7506626520117566,0.9012954522866665,good
334,1150685,0.6653,0,0.8030121547948865,0.8655000000000002,0.6950070199749744,0.8128143557779122,good
335,1151051,0.6847,0,0.8064284492925649,0.8789999999999999,0.7088506069281644,0.8348228337774615,good
337,1152619,0.3991,0,0.7709575379899816,0.9020000000000001,0.6954036992669634,0.8134449948962373,good
340,1154409,0.6651,0,0.809212227894408,0.9694999999999999,0.7845312549436285,0.9551396189049006,good
341,1155493,0.6648,0,0.8089053708298601,0.9225,0.7462152045905459,0.8942249185402581,good
342,1156236,0.6665,0,0.7988452179050838,0.9365000000000001,0.748118546568111,0.8972508438427469,good
344,1157315,0.666,0,0.8089653939482991,0.9675,0.7826740186449794,0.9521869922224523,good
346,1158457,0.6663,0,0.8106791504053685,0.8904999999999998,0.7219097834359806,0.8555842592545684,good
347,1158975,0.6648,0,0.7956275451452051,0.9224999999999999,0.7339664103964516,0.8747518355558215,good
350,1160610,0.6383,0,0.8033128705865894,0.8374999999999999,0.6727745291162686,0.7774692326105195,good
353,1162893,0.637,0,0.7985013295726242,0.9430000000000001,0.7529867537869847,0.9049902997970534,good
354,1163615,0.6365,0,0.7906066269212337,0.775,0.6127201358639561,0.6819950034863083,bad
355,1164166,0.6376,0,0.8004627889946889,0.8795000000000001,0.704007022920829,0.8271225237042945,good
356,1164689,0.6362,0,0.7908695011393576,0.75,0.5931521258545183,0.6508858610910683,bad
357,1165251,0.6385,0,0.8064541334946371,0.8889999999999998,0.7169377246767322,0.8476797005455146,good
360,1167397,0.6383,0,0.795752984308198,0.9180000000000001,0.7305012395949259,0.8692429211676695,good
361,1168053,0.3815,0,0.7845325507340378,0.8305000000000001,0.6515542833846185,0.7437333726120071,bad
366,1172946,0.6361,0,0.8069271468111474,0.9719999999999999,0.7843331867004352,0.9548247308208029,good
367,1173503,0.6371,0,0.8076807591844734,0.9605000000000001,0.7757773691966867,0.9412227270961817,good
369,1174391,0.638,0,0.8013381855094306,0.9575,0.7672813126252798,0.9277157310577273,good
371,1175470,0.6372,0,0.7985580639639164,0.9780000000000001,0.7809897865567103,0.9495094069270988,good
372,1176579,0.6381,0,0.8147389245469937,0.9694999999999999,0.7898893873483104,0.9636579559187004,good
373,1177047,0.6369,0,0.804856333782936,0.9605,0.7730645085985101,0.9369098323968021,good
376,1178880,0.6384,0,0.803160493440227,0.9019999999999999,0.7244507650830847,0.8596239014995044,good
377,1179418,0.3817,0,0.7711523008066572,0.7950000000000002,0.6130660791412926,0.6825449826957499,bad
379,1180473,0.6387,0,0.8001398501690105,0.9605000000000001,0.7685343260873346,0.9297077667422664,good
380,1181296,0.6377,0,0.8109210570725189,0.9579999999999999,0.776862372675473,0.9429476611954904,good
381,1181780,0.6387,0,0.7979916530670432,0.8920000000000001,0.7118085545358026,0.8395253668035227,good
383,1183216,0.6386,0,0.8071866652958124,0.9745000000000001,0.7866034053307693,0.958433915127502,good
384,1184494,0.3827,0,0.7705866130020882,0.9760000000000001,0.7520925342900382,0.9035686732928923,good
386,1185483,0.61,0,0.7998621019178673,0.9124999999999998,0.7298741680000538,0.8682460053071668,good
387,1186084,0.6377,0,0.7940596734912517,0.9114999999999998,0.7237853923872758,0.8585660947051579,good
391,1188146,0.6388,0,0.8120519733162317,0.7995,0.6492355526663273,0.7400470639860023,bad
392,1188618,0.6378,0,0.8096058876347261,0.9669999999999999,0.78288889334278,0.9525285991394452,good
393,1189071,0.6366,0,0.8012388214506994,0.9144999999999999,0.7327329022166644,0.87279080928937,good
395,1190142,0.6375,0,0.7946278238900715,0.9819999999999999,0.7803245230600501,0.9484517737371131,good
396,1190576,0.6377,0,0.7993703898955707,0.8564999999999999,0.6846607389455562,0.7963658804526184,good
400,1193537,0.6387,0,0.7942711791272131,0.8440000000000001,0.670364875183368,0.7736383746292685,good
401,1194045,0.3822,0,0.7657111796731344,0.8394999999999996,0.642814535335596,0.7298389568577004,bad
402,1194524,0.3889,0,0.8044527759265696,0.8744999999999998,0.703493952547785,0.8263068465206616,good
403,1195182,0.3841,0,0.7925907826738343,0.9135000000000001,0.7240316799725477,0.8589576417023592,good
404,1195814,0.3666,0,0.7670822388070108,0.8245,0.6324593058963803,0.7133762553870568,bad
406,1196973,0.6387,0,0.7965084118612729,0.948,0.7550899744444867,0.9083339914085808,good
407,1197482,0.6386,0,0.8059219871971468,0.899,0.724523866490235,0.8597401178180384,good
408,1197891,0.6109,0,0.8148891713295425,0.9440000000000002,0.7692553777350883,0.9308540917070163,good
409,1198812,0.3658,0,0.778450106651015,0.8420000000000001,0.6554549898001547,0.7499346997405406,bad
411,1200018,0.6098,0,0.7805332852848698,0.8965000000000002,0.6997480902578859,0.8203516899506664,good
413,1200761,0.6388,0,0.8060562937516036,0.951,0.766559535357775,0.9265682525056609,good
414,1201149,0.6104,0,0.7985048389264313,0.924,0.7378184711680226,0.8808758260382529,good
416,1202494,0.6104,0,0.7853495552961149,0.8930000000000003,0.701317152879431,0.8228461792981858,good
417,1202967,0.3648,0,0.7689957766219347,0.8255000000000001,0.6348060136014072,0.7171070417123131,bad
418,1203798,0.6103,0,0.798550312085537,0.8389999999999997,0.6699837118397654,0.7730324027023194,good
419,1204542,0.6384,0,0.7979061519924648,0.9095,0.7256956452371468,0.8616030068842138,good
421,1205928,0.3654,0,0.7700937007653953,0.7525000000000002,0.5794955098259601,0.6291746287038901,bad
422,1206642,0.3646,0,0.7700041137190718,0.8395000000000001,0.6464184534671609,0.7355684511844902,bad
423,1207178,0.6377,0,0.8021287488802189,0.9379999999999998,0.7523967664496451,0.9040523403377201,good
424,1207709,0.3829,0,0.7624491596882474,0.7934999999999998,0.6050034082126242,0.6697269813821297,bad
425,1208321,0.3817,0,0.7838640137334411,0.7185000000000001,0.5632062938674776,0.603278099699927,bad
426,1208833,0.6098,0,0.8030012054149627,0.9815,0.7881456831147859,0.9608858220497105,good
427,1209526,0.6094,0,0.7997191340904651,0.9494999999999999,0.7593333178188966,0.9150800413749671,good
428,1210322,0.6261,0,0.8039577188714748,0.9690000000000001,0.7790350295864592,0.9464017422792221,good
429,1211088,0.6098,0,0.7948235179933201,0.9415,0.7483263421907108,0.8975811964748972,good
430,1211820,0.5275,0,0.7956754157792459,0.8949999999999995,0.7121294971224247,0.840035600016972,good
431,1212637,0.6107,0,0.8057458472194976,0.865,0.6969701578448654,0.815935344345808,good
432,1213248,0.755,0,0.7685707160681992,0.8015000000000001,0.6160094289286617,0.6872243081667663,bad
433,1213935,0.6096,0,0.8080701725618372,0.9289999999999999,0.7506971903099467,0.9013503611320712,good
435,1215487,0.6094,0,0.7984083125175565,0.8319999999999996,0.6642757160146067,0.7639578542515237,good
438,1217774,0.6094,0,0.7982368622197329,0.956,0.7631144402820647,0.921091254424419,good
439,1218225,0.4159,0,0.8035694997362928,0.9129999999999999,0.7336589532592352,0.8742630414547614,good
440,1218933,0.6103,0,0.7959598912936368,0.8290000000000001,0.659850749882425,0.7569230611665978,good
441,1219605,0.366,0,0.7683657183973913,0.7904999999999999,0.6073931003931378,0.6735261042509617,bad
442,1220018,0.6077,0,0.8092310811843924,0.9719999999999999,0.7865726109112292,0.9583849582850846,good
444,1220988,0.3644,0,0.7690765602848133,0.86,0.6614058418449394,0.759395340017448,good
445,1221285,0.6099,0,0.7978296023465423,0.96,0.7659164182526806,0.9255458275585382,good
448,1223286,0.6104,0,0.8030753417206065,0.8879999999999998,0.7131309034478984,0.8416276317033637,good
449,1223668,0.6107,0,0.8152210051830475,0.965,0.7866882700016409,0.9585688326346575,good
452,1225114,0.6099,0,0.797847611497104,0.9290000000000002,0.7412004310808098,0.8862524520953301,good
455,1226982,0.6105,0,0.809612053135497,0.9410000000000001,0.7618449420005027,0.9190730112411531,good
458,1228083,0.583,0,0.8191847072962006,0.9669999999999999,0.7921516119554259,0.9672544313599349,good
461,1230172,0.6095,0,0.7934725996332603,0.8554999999999998,0.678815808986254,0.7870736346746146,good
